date,pnl,n_positions,equity
2000-02-15,-0.015757728906313766,3,0.9842422710936862
2000-02-16,0.03787495330031216,3,1.0215204011475527
2000-02-17,-0.0025619385029804036,3,1.018903328700273
2000-02-18,0.005752879096030766,3,1.024764956360829
2000-02-22,0.0080992249098886,3,1.0330647582221675
2000-02-23,-0.001436969212271533,3,1.0315802759703194
2000-02-24,-0.04885525337192709,3,0.981182160214307
2000-02-25,0.0076100470318604336,3,0.9886490026003604
2000-02-28,0.010561390485553067,3,0.9990905107699753
2000-02-29,0.051121962919575194,3,1.0501659788148574
2000-03-01,-0.0363600935459632,3,1.0119818455863612
2000-03-02,0.025071343751453097,3,1.0373535903072868
2000-03-03,-0.024921333712975634,3,1.0115013553048855
2000-03-06,0.1412496102685906,3,1.1543755275278518
2000-03-07,0.006587842246757,3,1.161980371396722
2000-03-08,0.12117269304925073,3,1.3027806622692315
2000-03-09,0.0629764529380488,3,1.3848251673352299
2000-03-10,0.06311298195687833,3,1.4722256131346891
2000-03-13,-0.09479805575184597,3,1.3326614873814513
2000-03-14,-0.017103147374184762,3,1.309868781562866
2000-03-15,-0.01776384535005223,3,1.2866004750983218
2000-03-16,0.023596492283898766,3,1.3169597332814398
2000-03-17,-0.009794677618518766,3,1.3040605372573777
2000-03-20,0.04511809772058194,3,1.3628972680109106
2000-03-21,-0.006665390650818267,3,1.353813025302685
2000-03-22,0.0136618932891605,3,1.3723086743878459
2000-03-23,0.007392289146091331,3,1.3824531769066102
2000-03-24,-0.037532591721079665,3,1.3305661262442647
2000-03-27,-0.015495016011149564,3,1.3099489828142166
2000-03-28,-0.01791932039845813,3,1.2864755872855342
2000-03-29,-0.009804026581292065,3,1.2738629464316036
2000-03-30,0.05295479751370636,3,1.3413201008201026
2000-03-31,-0.1021988994733965,3,1.204238662674743
2000-04-03,-0.006412953612661233,3,1.1965159359924367
2000-04-04,0.05897295321637427,3,1.2670780143083649
2000-04-05,0.016767720387563897,3,1.288324024161517
2000-04-06,0.0461802989688231,3,1.3478192127660131
2000-04-07,-0.06940524346000217,3,1.2542734921639194
2000-04-10,-0.0324248120300752,3,1.2136039099461984
2000-04-11,-0.0829571097711164,3,1.1129268371701355
2000-04-12,-0.050149295336731924,3,1.0571143405247154
2000-04-13,-0.05653594771241823,3,0.9973493794427627
2000-04-14,0.06190069190069196,3,1.0590859960969954
2000-04-17,0.14396303233549052,3,1.2115552275991723
2000-04-18,-0.04104666222056863,3,1.1618249294103449
2000-04-19,-0.0050713312872268995,3,1.155932930295546
2000-04-20,-0.06534116818469957,3,1.080402922286872
2000-04-24,0.0770812717050082,3,1.1636817534905513
2000-04-25,-0.013928531917247432,3,1.1474733750455397
2000-04-26,0.02369476879390956,3,1.1746624913644108
2000-04-27,0.009251810136765966,3,1.1855302457092949
2000-04-28,0.028985507246376864,3,1.2198934412371008
2000-05-01,-0.0566729887782519,3,1.1507584339312074
2000-05-02,-0.0086187404131536,3,1.140840345710907
2000-05-03,-0.0080249346182782,3,1.131685176526683
2000-05-04,0.042342447759824195,3,1.1796034969943316
2000-05-05,-0.0373354781625621,3,1.135562436391818
2000-05-08,-0.008357886265362631,3,1.126071534701237
2000-05-09,-0.06170494416542399,3,1.056587353526224
2000-05-10,0.03813491578410026,3,1.0968802232714918
2000-05-11,-0.0014667360606308326,3,1.0952713894938266
2000-05-12,0.0359509640492689,3,1.134647451841712
2000-05-15,0.055470714918682634,3,1.1975871571760333
2000-05-16,0.0525704182416778,3,1.2605448149096392
2000-05-17,-0.0669743069983436,3,1.1761206994907107
2000-05-18,-0.0224883527003443,3,1.149671682382388
2000-05-19,0.02216766458022563,3,1.1751572186148245
2000-05-22,-0.05314851306423922,3,1.1126993598287396
2000-05-23,0.026862867905627363,3,1.142589655750495
2000-05-24,-0.041218799980917833,3,1.0954934812698496
2000-05-25,0.006984738268435367,3,1.1031452165112965
2000-05-26,0.06287268304016552,3,1.172502916056286
2000-05-30,-0.011698880015589469,3,1.1587859451234148
2000-05-31,0.023053130702514534,3,1.185499588972582
2000-06-01,0.10121862817215235,3,1.305494231067037
2000-06-02,-0.0044475280171489325,3,1.29968800889814
2000-06-05,-0.021532775789741734,3,1.2717021184059203
2000-06-06,-0.012572871030169266,3,1.2557131716824097
2000-06-07,0.0053900709219858005,3,1.2624815547354498
2000-06-08,0.0025740025740025665,3,1.2657311855069697
2000-06-09,-0.039951919465104,3,1.2151627951191246
2000-06-12,0.016477910417304332,3,1.2351861387995386
2000-06-13,-0.02959183673469383,3,1.198634712243226
2000-06-14,0.0217094017094017,3,1.2246563547141474
2000-06-15,0.0473381111067587,3,1.282629273301204
2000-06-16,0.02230271747506423,3,1.3112353916088877
2000-06-19,0.011574040857715365,3,1.3264116836054514
2000-06-20,0.054391565200212065,3,1.3985572911766002
2000-06-21,-0.05080926456839883,3,1.327497623755145
2000-06-22,-0.10367156710789803,3,1.1898738647684384
2000-06-23,0.05279295733292906,3,1.252690824942726
2000-06-26,-0.024980004580448464,3,1.221398602397771
2000-06-27,0.0003253360473171648,3,1.221795967391274
2000-06-28,-0.07019407440504209,3,1.1360331303484306
2000-06-29,0.03278864006404983,3,1.173282111760261
2000-06-30,-0.007326007326007366,3,1.164686638414032
2000-07-03,-0.020379919393077234,3,1.14095041860496
2000-07-05,0.008519641714070401,3,1.150670907384993
2000-07-06,0.0062172253795678666,3,1.1578248877539172
2000-07-07,-0.004274097237754265,3,1.152876231599365
2000-07-10,-0.0184855896034143,3,1.1315646347184884
2000-07-11,0.03293182245427313,3,1.1688291203645722
2000-07-12,-0.014275437930816365,3,1.152143572805077
2000-07-13,0.06821115836877653,3,1.2307326205132523
2000-07-14,-0.010725630630491232,3,1.2175322370207307
2000-07-17,0.006218741746910433,3,1.2251037555713007
2000-07-18,-0.053041714496625536,3,1.160122151939544
2000-07-19,0.016386605699901996,3,1.179132616207099
2000-07-20,-0.017940563020182668,3,1.1579783131968826
2000-07-21,-0.062350600142406565,3,1.0857776704171653
2000-07-24,-0.012052458275775202,3,1.072691380347694
2000-07-25,-0.031341508732813064,3,1.0390716140829135
2000-07-26,-0.005129149606931069,3,1.033742060321967
2000-07-27,-0.023648268173510165,3,1.009295850857236
2000-07-28,0.06550411869745426,3,1.0754088860726365
